CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NO2(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,AH,NOx(GT)
2.2,1120.0,13.4,1096.0,102.0,753.0,1767.0,976.0,39.7,1.0042,130.0
2.3,1100.0,13.7,1108.0,109.0,800.0,1731.0,932.0,30.1,0.9394,148.0
2.1,1098.0,14.2,1124.0,97.0,810.0,1716.0,871.0,29.7,0.9371,120.0
2.5,1137.0,17.8,1234.0,104.0,749.0,1824.0,990.0,32.0,0.91,132.0
3.6,1267.0,22.0,1352.0,124.0,651.0,1961.0,1196.0,37.8,0.9298,188.0
4.0,1319.0,24.4,1413.0,135.0,597.0,2050.0,1329.0,45.7,1.0084,204.0
3.0,1160.0,16.3,1189.0,122.0,698.0,1824.0,1151.0,50.9,1.0232,167.0
2.1,1084.0,12.4,1063.0,109.0,775.0,1703.0,1031.0,53.6,1.0167,128.0
1.7,1025.0,9.6,963.0,95.0,842.0,1621.0,917.0,56.2,1.0033,106.0
1.1,953.0,6.4,830.0,86.0,986.0,1521.0,860.0,56.5,1.0166,88.0
0.9,959.0,6.0,812.0,78.0,961.0,1518.0,910.0,64.1,1.0346,77.0
0.4,834.0,2.8,637.0,53.0,1187.0,1362.0,699.0,59.8,1.0142,36.0
0.2,787.0,1.6,549.0,43.0,1366.0,1317.0,596.0,61.9,1.0031,28.0
0.2,799.0,1.6,555.0,109.0,1327.0,1320.0,643.0,66.0,0.9690000000000001,180.0
1.8,807.0,1.8,571.0,53.0,1305.0,1335.0,704.0,70.5,0.9484,46.0
0.6,866.0,3.6,686.0,48.0,1135.0,1405.0,741.0,68.0,0.9547,55.0
1.4,1035.0,8.4,917.0,64.0,882.0,1606.0,968.0,70.4,0.9443,135.0
4.6,1469.0,27.5,1491.0,95.0,555.0,2301.0,1561.0,65.6,0.9620000000000001,327.0
5.5,1553.0,31.0,1575.0,120.0,508.0,2423.0,1779.0,59.8,0.9795,383.0
4.8,1513.0,26.0,1455.0,153.0,554.0,2182.0,1822.0,49.8,0.9877,366.0
4.5,1395.0,22.6,1368.0,163.0,605.0,2032.0,1675.0,35.2,0.9128,322.0
3.0,1209.0,18.3,1248.0,119.0,712.0,1891.0,1295.0,29.5,0.8435,188.0
2.5,1142.0,13.9,1115.0,96.0,776.0,1735.0,1091.0,29.8,0.8926,144.0
2.3,1140.0,14.4,1129.0,94.0,765.0,1728.0,1023.0,31.7,0.9212,132.0
2.0,1105.0,11.6,1035.0,86.0,826.0,1643.0,877.0,31.2,0.9257,117.0
1.9,1131.0,12.2,1058.0,91.0,824.0,1664.0,931.0,27.2,0.9282,121.0
1.9,1162.0,12.4,1064.0,97.0,832.0,1675.0,913.0,28.4,0.9248,124.0
3.5,1336.0,21.1,1326.0,125.0,674.0,1923.0,1255.0,27.5,0.9306,188.0
4.6,1533.0,29.9,1549.0,140.0,573.0,2233.0,1571.0,31.6,0.9545,226.0
6.3,1650.0,34.3,1649.0,158.0,528.0,2345.0,1779.0,35.3,0.9845,266.0
5.0,1535.0,26.1,1458.0,159.0,568.0,2120.0,1735.0,40.2,0.997,269.0
3.3,1382.0,18.1,1243.0,128.0,632.0,1941.0,1511.0,52.3,1.1516,183.0
2.7,1335.0,14.2,1122.0,114.0,673.0,1840.0,1424.0,58.7,1.2072,167.0
2.2,1267.0,12.4,1064.0,100.0,706.0,1766.0,1348.0,58.8,1.1494,138.0
1.7,1122.0,8.7,926.0,88.0,805.0,1619.0,1174.0,58.8,1.125,105.0
0.8,986.0,5.2,771.0,67.0,964.0,1518.0,947.0,57.6,1.1484,54.0
0.8,966.0,4.6,744.0,65.0,967.0,1511.0,935.0,63.9,1.1287,58.0
0.6,919.0,3.1,661.0,109.0,1089.0,1468.0,838.0,65.7,1.1073,180.0
1.8,872.0,2.7,632.0,47.0,1132.0,1403.0,768.0,62.2,1.0961,37.0
0.8,967.0,4.7,749.0,57.0,996.0,1517.0,881.0,68.3,1.0884,84.0
1.5,1152.0,9.6,964.0,73.0,800.0,1705.0,1096.0,65.7,1.0804,134.0
4.1,1500.0,23.6,1393.0,95.0,560.0,2163.0,1495.0,62.2,1.0875,279.0
5.9,1754.0,37.4,1716.0,110.0,452.0,2667.0,1895.0,56.8,1.0909,333.0
5.1,1558.0,26.6,1469.0,121.0,525.0,2281.0,1758.0,52.4,1.1285,336.0
3.9,1446.0,22.0,1350.0,108.0,568.0,2140.0,1630.0,51.9,1.1796,280.0
3.4,1349.0,17.9,1236.0,125.0,627.0,1964.0,1530.0,44.6,1.0872,275.0
3.3,1452.0,22.7,1371.0,117.0,576.0,2138.0,1622.0,43.3,1.1265,207.0
5.1,1676.0,29.3,1534.0,131.0,496.0,2413.0,1828.0,55.7,1.3205,305.0
3.1,1327.0,14.7,1139.0,126.0,658.0,1894.0,1323.0,67.0,1.325,236.0
2.5,1248.0,12.6,1072.0,114.0,713.0,1797.0,1188.0,64.0,1.2413,183.0
2.4,1250.0,12.7,1074.0,123.0,724.0,1806.0,1166.0,61.1,1.1957,162.0
2.8,1222.0,13.0,1084.0,116.0,727.0,1797.0,1108.0,56.3,1.13,157.0
2.9,1159.0,13.4,1097.0,107.0,748.0,1709.0,995.0,48.6,0.9559,136.0
3.4,1192.0,14.8,1143.0,123.0,740.0,1767.0,1108.0,43.7,0.8698,166.0
2.2,1074.0,9.4,954.0,112.0,846.0,1570.0,956.0,47.2,0.892,136.0
1.6,984.0,6.9,851.0,101.0,959.0,1452.0,817.0,45.6,0.8636,112.0
1.3,970.0,5.2,773.0,91.0,1026.0,1425.0,658.0,52.0,0.946,87.0
1.3,987.0,5.7,800.0,88.0,989.0,1462.0,658.0,57.1,0.996,86.0
1.6,1003.0,6.5,836.0,96.0,949.0,1455.0,748.0,50.2,0.9156,98.0
1.2,933.0,4.7,747.0,75.0,1045.0,1405.0,569.0,50.5,0.938,62.0
0.6,859.0,2.5,620.0,47.0,1201.0,1316.0,445.0,52.8,0.9626,32.0
0.4,815.0,1.4,538.0,109.0,1412.0,1272.0,379.0,53.7,0.9723,180.0
1.8,792.0,1.0,501.0,25.0,1554.0,1252.0,354.0,53.0,0.9672,21.0
0.4,835.0,1.7,560.0,49.0,1409.0,1317.0,407.0,53.7,0.9799,41.0
1.0,975.0,4.5,736.0,85.0,1069.0,1459.0,611.0,55.3,0.991,86.0
2.0,1133.0,9.4,957.0,106.0,815.0,1652.0,944.0,55.6,1.0151,174.0
3.6,1347.0,17.9,1237.0,136.0,645.0,1984.0,1328.0,59.3,1.0711,264.0
2.4,1122.0,10.6,1000.0,119.0,783.0,1663.0,1085.0,55.6,1.042,211.0
2.4,1152.0,11.0,1014.0,122.0,774.0,1714.0,1139.0,51.8,1.022,208.0
1.6,1020.0,7.2,866.0,90.0,907.0,1554.0,799.0,49.7,0.9944,139.0
1.9,1066.0,8.7,927.0,97.0,846.0,1608.0,804.0,52.8,1.0236,138.0
2.4,1105.0,11.1,1016.0,98.0,789.0,1736.0,930.0,49.6,1.0268,142.0
1.7,1056.0,7.9,894.0,93.0,891.0,1576.0,771.0,45.0,1.0114,131.0
2.1,1084.0,9.8,970.0,98.0,818.0,1626.0,845.0,45.5,1.0189,132.0
3.1,1288.0,16.4,1191.0,123.0,691.0,1910.0,1192.0,44.3,1.0104,178.0
4.6,1390.0,22.6,1368.0,148.0,605.0,2092.0,1494.0,43.1,1.0114,228.0
4.5,1374.0,20.2,1303.0,148.0,636.0,2036.0,1457.0,44.4,1.0457,232.0
3.9,1378.0,21.7,1342.0,133.0,612.0,2076.0,1489.0,47.9,1.092,204.0
4.6,1428.0,21.2,1329.0,141.0,594.0,2102.0,1602.0,52.3,1.1486,250.0
3.3,1336.0,15.9,1176.0,131.0,656.0,1891.0,1468.0,54.7,1.1336,208.0
2.7,1234.0,12.0,1049.0,121.0,746.0,1733.0,1274.0,55.0,1.1097,158.0
3.3,1300.0,17.4,1221.0,123.0,648.0,1946.0,1401.0,56.4,1.1175,197.0
2.5,1246.0,15.0,1150.0,107.0,654.0,1873.0,1354.0,57.8,1.1298,152.0
2.1,1141.0,11.1,1017.0,104.0,740.0,1690.0,1188.0,57.5,1.0912,112.0
1.3,1014.0,6.9,853.0,91.0,883.0,1538.0,975.0,57.0,1.0484,75.0
1.0,938.0,5.1,769.0,109.0,978.0,1463.0,816.0,56.3,1.0262,180.0
1.8,988.0,6.1,814.0,87.0,908.0,1512.0,921.0,59.9,1.0498,74.0
1.2,983.0,6.5,833.0,102.0,894.0,1524.0,1012.0,58.3,1.0481,116.0
1.5,1033.0,8.4,917.0,95.0,882.0,1617.0,905.0,52.3,1.0169,118.0
3.7,1388.0,22.8,1372.0,140.0,601.0,2105.0,1449.0,49.4,1.0397,272.0
1.8,1512.0,29.1,1530.0,109.0,527.0,2326.0,1725.0,45.6,1.0524,180.0
3.3,1148.0,13.6,1104.0,138.0,723.0,1713.0,1301.0,37.9,0.9313,258.0
2.5,1095.0,11.1,1019.0,113.0,815.0,1618.0,1181.0,32.4,0.887,186.0
1.9,987.0,10.0,979.0,101.0,923.0,1515.0,962.0,25.6,0.8218,130.0
2.0,984.0,10.5,998.0,97.0,905.0,1523.0,862.0,23.6,0.7771,134.0
2.5,1072.0,13.0,1084.0,114.0,843.0,1622.0,1017.0,20.8,0.7599,148.0
2.1,1048.0,12.5,1068.0,110.0,869.0,1573.0,993.0,21.6,0.7618,147.0
2.1,1042.0,11.4,1029.0,103.0,907.0,1540.0,879.0,20.2,0.7697,123.0
2.3,1113.0,13.1,1086.0,119.0,882.0,1584.0,926.0,21.9,0.8184,138.0
3.0,1146.0,14.9,1145.0,126.0,836.0,1647.0,1011.0,22.3,0.8116,162.0
4.1,1239.0,19.1,1272.0,144.0,748.0,1790.0,1380.0,24.3,0.7671,214.0
4.5,1302.0,21.8,1346.0,164.0,706.0,1880.0,1698.0,25.1,0.7636,230.0
3.5,1181.0,16.1,1183.0,148.0,792.0,1711.0,1432.0,27.2,0.7575,191.0
2.1,1068.0,11.6,1037.0,119.0,869.0,1567.0,1217.0,28.6,0.7483,128.0
2.3,1135.0,12.4,1065.0,111.0,803.0,1630.0,1317.0,34.5,0.8365,138.0
1.9,1121.0,10.4,992.0,115.0,844.0,1505.0,1255.0,35.3,0.8352,126.0
1.9,1131.0,9.7,965.0,103.0,843.0,1520.0,1223.0,38.3,0.8381,107.0
1.2,947.0,5.7,798.0,81.0,964.0,1395.0,930.0,40.5,0.8271,67.0
1.0,935.0,5.4,786.0,71.0,964.0,1389.0,954.0,43.4,0.8553,55.0
1.1,941.0,5.6,792.0,109.0,975.0,1397.0,889.0,50.6,0.8489,180.0
1.8,867.0,4.4,734.0,58.0,1043.0,1324.0,808.0,51.4,0.8489,48.0
0.5,839.0,2.8,638.0,44.0,1171.0,1271.0,643.0,46.9,0.8329,33.0
0.6,873.0,3.9,704.0,49.0,1091.0,1322.0,756.0,49.7,0.8552,41.0
1.4,1065.0,9.1,942.0,68.0,890.0,1576.0,1067.0,47.4,0.8564,106.0
2.6,1187.0,13.6,1104.0,108.0,727.0,1721.0,1391.0,43.3,0.8647,208.0
2.8,1249.0,15.8,1174.0,117.0,712.0,1774.0,1486.0,37.4,0.8807,193.0
2.6,1157.0,12.7,1072.0,127.0,802.0,1653.0,1327.0,30.3,0.8425,191.0
1.6,988.0,8.6,924.0,93.0,1015.0,1463.0,835.0,24.2,0.7568,113.0
1.7,1025.0,9.4,955.0,94.0,997.0,1457.0,834.0,23.5,0.7611,111.0
1.7,997.0,9.2,947.0,87.0,998.0,1460.0,815.0,22.6,0.7288,106.0
1.3,916.0,6.4,829.0,75.0,1124.0,1333.0,621.0,21.1,0.7023,82.0
1.4,965.0,8.3,910.0,81.0,1056.0,1389.0,643.0,19.4,0.7303,79.0
1.4,985.0,8.1,903.0,86.0,1059.0,1437.0,712.0,20.5,0.7379,90.0
1.7,1026.0,8.5,920.0,97.0,1037.0,1455.0,746.0,22.7,0.7532,104.0
2.3,1125.0,11.0,1016.0,117.0,910.0,1564.0,991.0,27.1,0.7858,148.0
2.5,1159.0,12.1,1054.0,120.0,878.0,1603.0,1046.0,28.7,0.7976,158.0
3.3,1284.0,15.0,1149.0,149.0,780.0,1725.0,1304.0,31.8,0.8191,234.0
2.2,1101.0,10.2,986.0,124.0,852.0,1574.0,1100.0,33.2,0.8098,163.0
1.6,1101.0,9.9,972.0,97.0,879.0,1552.0,1001.0,34.3,0.8017,95.0
2.6,1183.0,12.0,1049.0,112.0,762.0,1594.0,1290.0,37.0,0.8325,146.0
2.3,1132.0,10.5,996.0,95.0,822.0,1564.0,1205.0,40.9,0.8441,102.0
1.5,998.0,7.1,859.0,88.0,919.0,1450.0,1045.0,43.3,0.8341,90.0
0.9,911.0,4.6,743.0,54.0,1052.0,1370.0,739.0,43.4,0.8193,41.0
0.8,875.0,4.2,721.0,109.0,1083.0,1328.0,683.0,44.7,0.8009,180.0
1.8,808.0,2.6,630.0,43.0,1234.0,1256.0,573.0,45.5,0.7829999999999999,30.0
0.4,792.0,2.2,599.0,45.0,1262.0,1235.0,564.0,50.1,0.7706,32.0
0.4,822.0,2.0,581.0,47.0,1326.0,1256.0,602.0,49.9,0.8025,34.0
0.8,918.0,4.2,721.0,58.0,1069.0,1353.0,785.0,51.4,0.8059,57.0
0.9,975.0,5.2,774.0,69.0,1001.0,1393.0,878.0,45.1,0.8286,73.0
1.6,1047.0,8.2,908.0,89.0,913.0,1458.0,981.0,35.4,0.7812,119.0
2.0,1053.0,9.8,970.0,105.0,930.0,1473.0,991.0,21.1,0.677,138.0
1.6,1017.0,7.9,897.0,92.0,1013.0,1400.0,780.0,19.0,0.7164,96.0
1.4,1021.0,7.7,889.0,82.0,1022.0,1405.0,684.0,19.8,0.8013,80.0
0.9,941.0,4.8,753.0,56.0,1173.0,1311.0,468.0,19.4,0.8348,45.0
0.9,991.0,5.3,776.0,60.0,1122.0,1375.0,468.0,22.0,0.9181,45.0
1.2,1117.0,7.1,862.0,64.0,995.0,1476.0,530.0,21.9,0.997,54.0
1.4,1217.0,9.2,947.0,85.0,887.0,1566.0,648.0,24.6,1.0987,66.0
1.9,1248.0,10.1,982.0,107.0,880.0,1617.0,746.0,26.5,1.1347,95.0
1.8,1242.0,9.9,973.0,106.0,856.0,1632.0,819.0,33.5,1.1602,99.0
2.7,1403.0,15.1,1151.0,125.0,747.0,1820.0,1125.0,37.4,1.1995,147.0
2.4,1238.0,10.6,999.0,118.0,833.0,1648.0,1013.0,39.4,1.1381,129.0
1.6,1093.0,7.0,858.0,95.0,975.0,1495.0,816.0,37.0,1.0197,96.0
1.4,1034.0,5.9,805.0,97.0,1030.0,1416.0,750.0,36.3,0.8775,92.0
1.4,934.0,5.6,795.0,93.0,1098.0,1328.0,673.0,28.5,0.6686,88.0
1.4,913.0,5.4,785.0,85.0,1110.0,1273.0,692.0,26.5,0.5974,89.0
0.9,835.0,3.7,691.0,67.0,1265.0,1182.0,517.0,25.9,0.5673,52.0
0.5,773.0,1.8,568.0,37.0,1474.0,1113.0,392.0,27.6,0.5799,25.0
0.4,771.0,1.4,533.0,109.0,1566.0,1110.0,360.0,30.2,0.5945,180.0
1.8,805.0,1.4,534.0,40.0,1454.0,1112.0,409.0,34.1,0.6257,28.0
0.5,930.0,3.5,684.0,75.0,1059.0,1220.0,779.0,36.5,0.6535,65.0
1.3,1009.0,7.0,859.0,102.0,944.0,1420.0,1016.0,38.1,0.6879,132.0
2.6,1196.0,14.4,1131.0,113.0,775.0,1675.0,1243.0,35.0,0.6965,216.0
2.0,1010.0,8.9,937.0,142.0,945.0,1444.0,949.0,31.2,0.6611,180.0
1.8,990.0,8.6,924.0,90.0,974.0,1404.0,861.0,28.5,0.652,140.0
1.7,988.0,8.5,918.0,94.0,1007.0,1393.0,850.0,24.1,0.6394,141.0
1.5,979.0,8.3,910.0,92.0,1028.0,1396.0,788.0,21.7,0.6451,123.0
1.9,1029.0,10.1,983.0,97.0,950.0,1470.0,879.0,20.8,0.6516,129.0
1.7,984.0,9.1,945.0,88.0,990.0,1423.0,747.0,19.5,0.6392,115.0
1.5,985.0,8.5,919.0,86.0,1028.0,1387.0,700.0,18.9,0.6344,104.0
1.7,981.0,7.7,886.0,99.0,1054.0,1363.0,695.0,18.6,0.608,129.0
1.7,1020.0,9.0,941.0,95.0,1016.0,1425.0,756.0,19.4,0.6304,138.0
2.4,1106.0,13.4,1097.0,105.0,902.0,1552.0,941.0,17.1,0.5909,135.0
3.1,1153.0,15.6,1168.0,121.0,842.0,1644.0,1021.0,19.8,0.5933,163.0
3.4,1215.0,17.8,1234.0,125.0,796.0,1735.0,1167.0,20.8,0.5937,180.0
3.0,1094.0,12.7,1072.0,122.0,888.0,1545.0,1105.0,24.0,0.6263,170.0
1.2,944.0,6.4,832.0,81.0,1072.0,1350.0,712.0,26.2,0.6481,72.0
1.2,964.0,7.1,861.0,73.0,1014.0,1398.0,735.0,28.8,0.7014,69.0
1.3,1003.0,7.4,872.0,80.0,988.0,1439.0,851.0,31.2,0.7304,79.0
1.0,914.0,5.2,774.0,65.0,1091.0,1323.0,706.0,31.5,0.7262,53.0
0.4,839.0,2.4,609.0,59.0,1276.0,1286.0,643.0,32.3,0.7813,36.0
0.3,830.0,2.0,582.0,50.0,1310.0,1264.0,608.0,34.5,0.7954,30.0
0.2,812.0,1.2,521.0,109.0,1413.0,1233.0,469.0,32.9,0.8178,180.0
1.8,832.0,1.5,547.0,23.0,1320.0,1254.0,469.0,40.0,0.8345,15.0
0.5,903.0,3.1,656.0,37.0,1155.0,1361.0,618.0,44.6,0.8593,38.0
0.9,1022.0,6.3,825.0,54.0,931.0,1487.0,931.0,45.3,0.8784,68.0
2.7,1378.0,19.3,1277.0,94.0,628.0,1970.0,1519.0,46.5,0.9009999999999999,192.0
6.5,1745.0,38.9,1748.0,139.0,484.0,2605.0,2054.0,39.7,0.8547,346.0
3.2,1326.0,14.6,1137.0,115.0,719.0,1760.0,1550.0,38.1,0.8946,225.0
2.4,1215.0,12.3,1062.0,119.0,794.0,1650.0,1381.0,27.0,0.8565,199.0
1.9,1138.0,11.0,1015.0,103.0,854.0,1604.0,1115.0,22.8,0.8219,140.0
2.7,1244.0,15.4,1162.0,123.0,765.0,1735.0,1189.0,20.0,0.8338,162.0
2.9,1261.0,17.0,1210.0,126.0,736.0,1769.0,1200.0,19.1,0.8394,173.0
2.0,1182.0,12.5,1066.0,106.0,818.0,1663.0,965.0,20.2,0.8719,121.0
2.3,1208.0,13.8,1111.0,127.0,783.0,1653.0,1018.0,18.9,0.8964,133.0
1.9,1158.0,10.1,981.0,105.0,862.0,1573.0,775.0,19.5,0.8981,96.0
3.0,1346.0,19.3,1278.0,130.0,701.0,1873.0,1193.0,20.5,0.8996,141.0
4.4,1443.0,22.7,1371.0,160.0,664.0,1988.0,1425.0,24.7,0.8899,221.0
4.7,1440.0,25.5,1443.0,162.0,635.0,2068.0,1594.0,27.0,0.8821,232.0
3.4,1232.0,15.8,1173.0,135.0,751.0,1750.0,1284.0,30.0,0.8633,174.0
2.4,1159.0,12.3,1061.0,122.0,812.0,1648.0,1174.0,33.4,0.8806,138.0
1.2,1081.0,8.7,929.0,75.0,910.0,1518.0,937.0,36.5,0.9019,65.0
1.7,1083.0,8.3,911.0,96.0,883.0,1507.0,985.0,38.6,0.9016,107.0
1.2,1069.0,7.7,887.0,84.0,859.0,1542.0,1041.0,43.0,0.9535,70.0
0.7,940.0,4.2,724.0,68.0,1012.0,1407.0,867.0,43.6,0.9591,44.0
0.5,901.0,3.0,653.0,65.0,1094.0,1367.0,822.0,45.7,0.9599,41.0
0.3,848.0,1.8,571.0,109.0,1224.0,1297.0,624.0,44.3,0.9453,180.0
1.8,846.0,2.2,598.0,52.0,1211.0,1332.0,669.0,51.4,0.9468,33.0
0.3,848.0,2.2,598.0,46.0,1219.0,1318.0,628.0,49.2,0.9459,32.0
0.7,980.0,5.7,800.0,54.0,983.0,1462.0,810.0,52.1,0.9612,46.0
3.1,1408.0,20.9,1321.0,94.0,618.0,2044.0,1495.0,53.4,0.9863,173.0
6.2,1716.0,36.7,1701.0,155.0,490.0,2545.0,2018.0,46.8,0.99,320.0
4.6,1475.0,22.0,1351.0,165.0,625.0,2006.0,1696.0,41.1,1.0104,294.0
2.6,1262.0,13.4,1096.0,134.0,772.0,1711.0,1340.0,28.9,0.9785,182.0
2.1,1156.0,11.5,1034.0,122.0,813.0,1640.0,1123.0,26.3,0.9652,154.0
2.0,1192.0,13.4,1097.0,113.0,796.0,1688.0,971.0,22.1,0.9281,118.0
2.2,1233.0,15.2,1154.0,115.0,746.0,1740.0,1000.0,22.9,1.0144,116.0
2.1,1208.0,13.0,1083.0,118.0,792.0,1702.0,891.0,22.6,1.0012,121.0
2.3,1215.0,14.0,1116.0,125.0,784.0,1715.0,852.0,21.0,0.9590000000000001,116.0
2.5,1251.0,15.5,1165.0,135.0,747.0,1774.0,975.0,24.7,1.0526,144.0
3.4,1358.0,19.3,1278.0,149.0,689.0,1899.0,1192.0,26.3,1.0271,176.0
4.3,1379.0,21.9,1349.0,162.0,645.0,1961.0,1373.0,30.1,1.0204,214.0
3.8,1379.0,21.1,1326.0,151.0,659.0,1961.0,1307.0,31.5,0.9672,191.0
3.8,1373.0,18.4,1252.0,154.0,670.0,1889.0,1325.0,36.5,1.0083,205.0
2.0,1197.0,9.3,950.0,118.0,823.0,1592.0,918.0,41.8,1.0155,110.0
1.7,1238.0,9.0,940.0,103.0,815.0,1622.0,877.0,47.1,1.0666,95.0
2.0,1255.0,9.6,963.0,122.0,781.0,1665.0,1024.0,52.2,1.1313,126.0
1.5,1164.0,8.2,908.0,102.0,821.0,1574.0,1019.0,50.1,1.0539,90.0
0.8,1046.0,5.8,803.0,73.0,900.0,1490.0,823.0,53.0,1.0832,48.0
0.5,956.0,3.1,661.0,59.0,1043.0,1398.0,701.0,51.7,1.0819,38.0
0.3,885.0,1.7,565.0,109.0,1217.0,1329.0,542.0,46.2,1.056,180.0
1.8,877.0,1.6,549.0,26.0,1265.0,1317.0,463.0,47.7,1.0736,14.0
0.3,925.0,2.3,609.0,35.0,1168.0,1363.0,533.0,54.1,1.0582,26.0
0.9,1086.0,6.6,837.0,68.0,885.0,1553.0,906.0,59.0,1.0495,83.0
2.8,1490.0,19.6,1286.0,97.0,593.0,2053.0,1447.0,55.9,1.0486,188.0
5.4,1763.0,32.9,1617.0,146.0,489.0,2503.0,1835.0,52.8,1.1279,253.0
4.0,1462.0,18.1,1242.0,83.0,637.0,1961.0,1552.0,46.4,1.1227,149.0
2.2,1232.0,12.4,1062.0,117.0,787.0,1707.0,1092.0,30.0,0.9972,155.0
2.2,1239.0,12.5,1067.0,117.0,779.0,1702.0,1071.0,25.8,0.9989,146.0
2.0,1218.0,12.0,1051.0,108.0,796.0,1689.0,881.0,23.3,0.9869,121.0
2.0,1235.0,13.3,1094.0,107.0,756.0,1729.0,907.0,22.3,1.0043,111.0
1.9,1196.0,12.3,1061.0,120.0,791.0,1649.0,899.0,22.3,0.9888,116.0
2.7,1288.0,16.0,1179.0,150.0,717.0,1799.0,1074.0,20.4,0.9732,167.0
2.2,1248.0,13.7,1108.0,138.0,772.0,1701.0,969.0,19.3,0.935,145.0
3.5,1401.0,21.7,1342.0,148.0,663.0,1959.0,1267.0,20.3,0.9064,192.0
4.1,1401.0,23.7,1396.0,168.0,645.0,2009.0,1402.0,24.8,0.9106,231.0
4.4,1444.0,22.1,1354.0,172.0,655.0,1956.0,1437.0,27.9,0.9079999999999999,248.0
4.5,1379.0,20.6,1312.0,179.0,683.0,1870.0,1382.0,29.9,0.8879,267.0
2.9,1251.0,13.4,1097.0,143.0,771.0,1680.0,1280.0,34.4,0.9072,181.0
2.6,1269.0,12.8,1077.0,137.0,773.0,1706.0,1250.0,38.0,0.9149,163.0
2.1,1242.0,12.3,1060.0,117.0,745.0,1693.0,1359.0,42.8,0.9983,141.0
1.2,1045.0,6.8,850.0,93.0,889.0,1506.0,1102.0,42.0,1.0004,78.0
0.6,937.0,3.8,698.0,64.0,1039.0,1382.0,768.0,42.0,0.9763,42.0
0.3,875.0,2.5,622.0,58.0,1167.0,1331.0,656.0,41.5,0.9571,35.0
0.3,889.0,2.7,633.0,109.0,1123.0,1344.0,683.0,51.6,0.9461,180.0
1.8,888.0,2.8,640.0,47.0,1089.0,1330.0,670.0,50.2,0.932,33.0
0.3,881.0,2.6,624.0,47.0,1135.0,1319.0,656.0,50.2,0.9309999999999999,38.0
0.7,998.0,7.0,856.0,62.0,894.0,1488.0,926.0,54.7,0.9203,65.0
4.2,1517.0,26.2,1460.0,113.0,551.0,2205.0,1677.0,51.3,0.9474,296.0
4.8,1522.0,28.2,1509.0,126.0,543.0,2275.0,1828.0,46.2,0.9575,303.0
3.4,1417.0,20.2,1303.0,139.0,635.0,1964.0,1752.0,40.0,0.9639,244.0
2.8,1329.0,17.1,1214.0,148.0,700.0,1845.0,1581.0,27.0,0.9217,216.0
1.8,1203.0,11.2,1023.0,117.0,825.0,1622.0,1132.0,23.8,0.915,137.0
1.9,1234.0,11.6,1037.0,106.0,788.0,1658.0,1037.0,23.7,0.9714,120.0
2.0,1286.0,13.2,1090.0,98.0,750.0,1719.0,1023.0,21.7,0.9966,100.0
1.9,1298.0,12.7,1075.0,98.0,749.0,1690.0,1022.0,21.5,0.9902,103.0
2.0,1308.0,13.0,1084.0,110.0,757.0,1724.0,989.0,19.5,0.9515,123.0
2.3,1276.0,13.5,1099.0,114.0,783.0,1680.0,925.0,18.6,0.8948,136.0
2.7,1234.0,10.2,985.0,122.0,815.0,1572.0,795.0,22.6,0.9524,158.0
3.6,1419.0,20.1,1300.0,155.0,670.0,1923.0,1263.0,25.7,0.9382,216.0
3.8,1325.0,19.1,1273.0,145.0,716.0,1815.0,1184.0,24.9,0.8195,211.0
3.5,1346.0,17.5,1224.0,146.0,715.0,1794.0,1272.0,29.4,0.8589,202.0
2.5,1241.0,13.8,1110.0,130.0,772.0,1698.0,1177.0,32.1,0.8515,147.0
2.5,1274.0,13.3,1094.0,126.0,771.0,1682.0,1231.0,35.9,0.8565,160.0
3.0,1321.0,14.8,1144.0,127.0,732.0,1745.0,1243.0,37.2,0.8509,162.0
3.7,1424.0,18.0,1240.0,126.0,662.0,1841.0,1427.0,41.9,0.9158,194.0
3.3,1357.0,16.0,1178.0,124.0,674.0,1782.0,1454.0,46.1,0.9344,167.0
1.5,1123.0,9.7,966.0,93.0,770.0,1594.0,1183.0,47.6,0.9465,91.0
0.7,1003.0,6.2,820.0,109.0,902.0,1455.0,908.0,46.3,0.9394,180.0
1.8,951.0,4.0,713.0,58.0,994.0,1385.0,821.0,49.8,0.9544,42.0
0.5,941.0,3.6,687.0,59.0,1024.0,1374.0,777.0,53.8,0.9615,50.0
0.5,986.0,4.6,745.0,66.0,959.0,1426.0,888.0,53.5,0.9928,61.0
1.2,1153.0,9.2,947.0,80.0,795.0,1643.0,1076.0,52.9,1.0276,107.0
2.2,1323.0,14.6,1137.0,94.0,696.0,1846.0,1285.0,48.3,1.0723,139.0
2.2,1315.0,11.7,1040.0,102.0,743.0,1740.0,1315.0,47.1,1.1287,165.0
2.1,1303.0,11.0,1015.0,96.0,777.0,1731.0,1250.0,40.0,1.153,139.0
1.8,1238.0,11.6,1037.0,91.0,813.0,1698.0,978.0,32.5,1.053,113.0
2.2,1259.0,12.9,1080.0,104.0,772.0,1736.0,1072.0,28.1,0.9989,138.0
2.0,1246.0,12.6,1070.0,84.0,770.0,1747.0,1064.0,28.1,1.0394,104.0
1.4,1154.0,8.3,912.0,76.0,872.0,1605.0,825.0,27.8,1.0539,78.0
1.8,1237.0,10.5,997.0,87.0,800.0,1688.0,924.0,27.0,1.081,97.0
